sex,age_group,model_file,lumbar5_x,lumbar5_y,lumbar5_z,lumbar4_x,lumbar4_y,lumbar4_z,lumbar3_x,lumbar3_y,lumbar3_z,lumbar2_x,lumbar2_y,lumbar2_z,lumbar1_x,lumbar1_y,lumbar1_z,thoracic12_x,thoracic12_y,thoracic12_z,thoracic11_x,thoracic11_y,thoracic11_z,thoracic10_x,thoracic10_y,thoracic10_z,thoracic9_x,thoracic9_y,thoracic9_z,thoracic8_x,thoracic8_y,thoracic8_z,thoracic7_x,thoracic7_y,thoracic7_z,thoracic6_x,thoracic6_y,thoracic6_z,thoracic5_x,thoracic5_y,thoracic5_z,thoracic4_x,thoracic4_y,thoracic4_z,thoracic3_x,thoracic3_y,thoracic3_z,thoracic2_x,thoracic2_y,thoracic2_z,thoracic1_x,thoracic1_y,thoracic1_z
Female,Age4049,391_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017348,0.097341,0.0,-0.005249,0.128859,0.0,-0.003606,0.160206,0.0,-0.009199,0.195515,0.0,-0.01447,0.229703,0.0,-0.023809,0.260935,0.0,-0.03126,0.290901,0.0,-0.037462,0.316066,0.0,-0.041469,0.339672,0.0,-0.042834,0.362483,0.0,-0.040738,0.384521,0.0,-0.037553,0.406166,0.0,-0.032581,0.426196,0.0,-0.027588,0.444935,0.0,-0.02039,0.464531,0.0,-0.012633,0.481814,0.0,-0.004737,0.497196,0.0
Female,Age4049,467_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.020063,0.112572,0.0,-0.006071,0.149023,0.0,-0.004171,0.185275,0.0,-0.010151,0.223033,0.0,-0.015108,0.258716,0.0,-0.022006,0.291198,0.0,-0.029126,0.320474,0.0,-0.035008,0.34792,0.0,-0.037464,0.372605,0.0,-0.038803,0.396877,0.0,-0.040679,0.417947,0.0,-0.042248,0.438743,0.0,-0.040802,0.45897,0.0,-0.0358,0.479351,0.0,-0.028409,0.502335,0.0,-0.020263,0.522673,0.0,-0.011868,0.54082,0.0
Female,Age4049,469_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018043,0.101242,0.0,-0.005459,0.134023,0.0,-0.003751,0.166627,0.0,-0.009638,0.203799,0.0,-0.018015,0.238938,0.0,-0.029354,0.269427,0.0,-0.039119,0.297292,0.0,-0.048789,0.322027,0.0,-0.053718,0.347025,0.0,-0.055682,0.370405,0.0,-0.05685,0.392908,0.0,-0.057447,0.414277,0.0,-0.053934,0.434418,0.0,-0.047914,0.452783,0.0,-0.038157,0.47218,0.0,-0.028097,0.489122,0.0,-0.018118,0.504082,0.0
Female,Age4049,531_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018043,0.101242,0.0,-0.005459,0.134023,0.0,-0.003751,0.166627,0.0,-0.009348,0.201966,0.0,-0.012149,0.236146,0.0,-0.018499,0.2704,0.0,-0.030172,0.298807,0.0,-0.040663,0.322355,0.0,-0.04768,0.345283,0.0,-0.050424,0.369052,0.0,-0.050927,0.39129,0.0,-0.050284,0.412495,0.0,-0.05189,0.432043,0.0,-0.0494,0.452247,0.0,-0.045765,0.473653,0.0,-0.04112,0.492801,0.0,-0.035972,0.510032,0.0
Female,Age4049,572_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016937,0.095037,0.0,-0.005125,0.125809,0.0,-0.003521,0.156415,0.0,-0.009283,0.192796,0.0,-0.020454,0.2249,0.0,-0.031274,0.254106,0.0,-0.03932,0.280983,0.0,-0.045737,0.30668,0.0,-0.049668,0.331003,0.0,-0.051226,0.353743,0.0,-0.053401,0.375793,0.0,-0.051397,0.396734,0.0,-0.049789,0.417943,0.0,-0.042475,0.437439,0.0,-0.035786,0.456692,0.0,-0.028512,0.473698,0.0,-0.02107,0.48885,0.0
Female,Age4049,654_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018609,0.104418,0.0,-0.00563,0.138228,0.0,-0.003868,0.171854,0.0,-0.009494,0.207377,0.0,-0.014427,0.241016,0.0,-0.023348,0.271331,0.0,-0.034494,0.298448,0.0,-0.045682,0.323588,0.0,-0.05364,0.347194,0.0,-0.061315,0.369445,0.0,-0.067677,0.390979,0.0,-0.07168,0.412707,0.0,-0.075566,0.434372,0.0,-0.07664,0.454747,0.0,-0.074005,0.476986,0.0,-0.070212,0.49695,0.0,-0.065801,0.514965,0.0
Female,Age4049,670_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018184,0.102031,0.0,-0.005502,0.135068,0.0,-0.00378,0.167926,0.0,-0.009031,0.201082,0.0,-0.015954,0.232948,0.0,-0.026134,0.262012,0.0,-0.034725,0.28857,0.0,-0.041176,0.314272,0.0,-0.047279,0.338879,0.0,-0.050525,0.362011,0.0,-0.052662,0.383872,0.0,-0.05417,0.404544,0.0,-0.054065,0.424922,0.0,-0.052948,0.443464,0.0,-0.047844,0.464743,0.0,-0.041877,0.483682,0.0,-0.035533,0.500659,0.0
Female,Age4049,679_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019621,0.110094,0.0,-0.005937,0.145742,0.0,-0.004079,0.181196,0.0,-0.009936,0.218174,0.0,-0.018414,0.252056,0.0,-0.029026,0.282745,0.0,-0.037006,0.313464,0.0,-0.043449,0.341783,0.0,-0.048386,0.368494,0.0,-0.051364,0.393753,0.0,-0.053236,0.417424,0.0,-0.05556,0.440574,0.0,-0.055987,0.463205,0.0,-0.05281,0.485995,0.0,-0.046075,0.508625,0.0,-0.038545,0.528684,0.0,-0.030725,0.546608,0.0
Female,Age4049,754_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.01721,0.09657,0.0,-0.005207,0.127838,0.0,-0.003578,0.158938,0.0,-0.009025,0.193328,0.0,-0.011404,0.229033,0.0,-0.019562,0.261555,0.0,-0.028796,0.291088,0.0,-0.036737,0.317213,0.0,-0.042198,0.341902,0.0,-0.045047,0.364848,0.0,-0.049082,0.387538,0.0,-0.052724,0.409083,0.0,-0.052146,0.430725,0.0,-0.049599,0.452158,0.0,-0.04408,0.47212,0.0,-0.03782,0.489841,0.0,-0.031267,0.505693,0.0
Female,Age4049,803_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017486,0.098115,0.0,-0.005291,0.129884,0.0,-0.003635,0.16148,0.0,-0.009242,0.19688,0.0,-0.01618,0.230106,0.0,-0.025863,0.259408,0.0,-0.034624,0.287277,0.0,-0.043938,0.310902,0.0,-0.048829,0.334244,0.0,-0.054646,0.35544,0.0,-0.058996,0.375691,0.0,-0.060333,0.395904,0.0,-0.061518,0.415325,0.0,-0.057322,0.433388,0.0,-0.052269,0.453814,0.0,-0.046401,0.471985,0.0,-0.040185,0.488266,0.0
Female,Age4049,827_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.015604,0.087557,0.0,-0.004722,0.115907,0.0,-0.003244,0.144104,0.0,-0.008373,0.176491,0.0,-0.013892,0.208219,0.0,-0.020948,0.238282,0.0,-0.027047,0.266396,0.0,-0.031976,0.291467,0.0,-0.035993,0.315181,0.0,-0.036473,0.337182,0.0,-0.035971,0.359211,0.0,-0.036018,0.380127,0.0,-0.035585,0.400955,0.0,-0.03596,0.421323,0.0,-0.033915,0.439989,0.0,-0.030882,0.456756,0.0,-0.027316,0.471895,0.0
Female,Age4049,842_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019474,0.109274,0.0,-0.005893,0.144656,0.0,-0.004048,0.179846,0.0,-0.009628,0.215078,0.0,-0.016342,0.247957,0.0,-0.022868,0.278654,0.0,-0.029301,0.306814,0.0,-0.032237,0.3333,0.0,-0.034799,0.358312,0.0,-0.035956,0.38216,0.0,-0.037878,0.405095,0.0,-0.039698,0.426931,0.0,-0.0415,0.448622,0.0,-0.041236,0.470347,0.0,-0.038651,0.493639,0.0,-0.034837,0.51456,0.0,-0.03036,0.533447,0.0
Female,Age4049,902_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016397,0.092008,0.0,-0.004961,0.1218,0.0,-0.003409,0.15143,0.0,-0.008611,0.184279,0.0,-0.01458,0.214906,0.0,-0.020383,0.243745,0.0,-0.023899,0.27089,0.0,-0.024643,0.296443,0.0,-0.027721,0.319659,0.0,-0.0292,0.341195,0.0,-0.03124,0.361747,0.0,-0.031161,0.38174,0.0,-0.028831,0.40155,0.0,-0.023898,0.419716,0.0,-0.017638,0.438429,0.0,-0.010786,0.454973,0.0,-0.003751,0.469724,0.0
Female,Age5059,155_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016801,0.094275,0.0,-0.005084,0.124801,0.0,-0.003493,0.155161,0.0,-0.009384,0.192355,0.0,-0.013667,0.227186,0.0,-0.024888,0.258205,0.0,-0.037929,0.287095,0.0,-0.049882,0.312958,0.0,-0.059512,0.337074,0.0,-0.06681,0.360521,0.0,-0.073027,0.383555,0.0,-0.074913,0.406183,0.0,-0.075304,0.428577,0.0,-0.072154,0.449766,0.0,-0.068493,0.46965,0.0,-0.063921,0.487419,0.0,-0.058904,0.503395,0.0
Female,Age5059,169_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.021112,0.118463,0.0,-0.006388,0.156821,0.0,-0.004388,0.19497,0.0,-0.010585,0.234093,0.0,-0.019514,0.271956,0.0,-0.028812,0.306882,0.0,-0.035375,0.338592,0.0,-0.043318,0.366346,0.0,-0.048435,0.392114,0.0,-0.051072,0.416441,0.0,-0.054011,0.43978,0.0,-0.054408,0.462442,0.0,-0.055724,0.484703,0.0,-0.053755,0.505311,0.0,-0.050232,0.530471,0.0,-0.045449,0.553025,0.0,-0.040013,0.573352,0.0
Female,Age5059,238_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.020063,0.112572,0.0,-0.006071,0.149023,0.0,-0.004171,0.185275,0.0,-0.010243,0.223613,0.0,-0.021617,0.259164,0.0,-0.032074,0.289711,0.0,-0.038339,0.320446,0.0,-0.04114,0.350185,0.0,-0.041847,0.378424,0.0,-0.041513,0.40417,0.0,-0.04226,0.429247,0.0,-0.04362,0.453071,0.0,-0.043023,0.477138,0.0,-0.043277,0.499669,0.0,-0.042703,0.523805,0.0,-0.040655,0.545618,0.0,-0.037747,0.565401,0.0
Female,Age5059,274_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017624,0.098892,0.0,-0.005333,0.130913,0.0,-0.003664,0.162759,0.0,-0.009168,0.197513,0.0,-0.01738,0.228874,0.0,-0.027447,0.257154,0.0,-0.034946,0.282857,0.0,-0.041695,0.306821,0.0,-0.047955,0.329255,0.0,-0.052354,0.351278,0.0,-0.056271,0.372067,0.0,-0.057812,0.391901,0.0,-0.057483,0.411188,0.0,-0.054695,0.430101,0.0,-0.050169,0.450821,0.0,-0.044761,0.469291,0.0,-0.03895,0.485868,0.0
Female,Age5059,313_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018184,0.102031,0.0,-0.005502,0.135068,0.0,-0.00378,0.167926,0.0,-0.009277,0.20263,0.0,-0.015128,0.236355,0.0,-0.023755,0.2694,0.0,-0.030768,0.298347,0.0,-0.037894,0.325023,0.0,-0.043078,0.349996,0.0,-0.045342,0.373697,0.0,-0.04623,0.395749,0.0,-0.046701,0.417218,0.0,-0.046186,0.438155,0.0,-0.04458,0.457978,0.0,-0.040452,0.479467,0.0,-0.035354,0.498659,0.0,-0.029792,0.515907,0.0
Female,Age5059,338_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019329,0.108457,0.0,-0.005848,0.143574,0.0,-0.004018,0.178502,0.0,-0.009686,0.214291,0.0,-0.014988,0.250245,0.0,-0.023545,0.282777,0.0,-0.029125,0.311405,0.0,-0.036019,0.338004,0.0,-0.039415,0.363397,0.0,-0.04082,0.387989,0.0,-0.041362,0.411155,0.0,-0.040758,0.433655,0.0,-0.039487,0.456082,0.0,-0.037314,0.478358,0.0,-0.032514,0.501117,0.0,-0.026728,0.521416,0.0,-0.020485,0.539641,0.0
Female,Age5059,373_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018466,0.103619,0.0,-0.005587,0.13717,0.0,-0.003838,0.17054,0.0,-0.009283,0.204913,0.0,-0.01509,0.239242,0.0,-0.025889,0.269232,0.0,-0.035033,0.298141,0.0,-0.041926,0.324268,0.0,-0.048271,0.348324,0.0,-0.053605,0.370253,0.0,-0.060369,0.389816,0.0,-0.06404,0.409138,0.0,-0.065362,0.428217,0.0,-0.06502,0.44794,0.0,-0.061613,0.4699,0.0,-0.057139,0.489563,0.0,-0.052121,0.507272,0.0
Female,Age5059,387_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016937,0.095037,0.0,-0.005125,0.125809,0.0,-0.003521,0.156415,0.0,-0.008847,0.190046,0.0,-0.016573,0.222966,0.0,-0.025414,0.2542,0.0,-0.033556,0.281772,0.0,-0.040566,0.308422,0.0,-0.047702,0.33253,0.0,-0.050856,0.355506,0.0,-0.052348,0.377601,0.0,-0.052444,0.39891,0.0,-0.051976,0.419462,0.0,-0.049459,0.438964,0.0,-0.045297,0.458917,0.0,-0.040266,0.476715,0.0,-0.03483,0.492697,0.0
Female,Age5059,388_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017348,0.097341,0.0,-0.005249,0.128859,0.0,-0.003606,0.160206,0.0,-0.008884,0.193532,0.0,-0.017166,0.224526,0.0,-0.025781,0.253417,0.0,-0.033235,0.279147,0.0,-0.040713,0.304272,0.0,-0.043444,0.328142,0.0,-0.046028,0.35078,0.0,-0.048259,0.372835,0.0,-0.05163,0.393399,0.0,-0.051823,0.414748,0.0,-0.050442,0.434539,0.0,-0.048292,0.455304,0.0,-0.045032,0.473966,0.0,-0.041169,0.490819,0.0
Female,Age5059,397_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.015735,0.088291,0.0,-0.004761,0.116879,0.0,-0.003271,0.145312,0.0,-0.008666,0.179373,0.0,-0.015747,0.210359,0.0,-0.025807,0.236297,0.0,-0.034392,0.261254,0.0,-0.040966,0.283588,0.0,-0.046011,0.305241,0.0,-0.048645,0.325885,0.0,-0.050331,0.345587,0.0,-0.051049,0.365031,0.0,-0.051803,0.384665,0.0,-0.050868,0.402432,0.0,-0.050277,0.421358,0.0,-0.048545,0.438453,0.0,-0.04615,0.453952,0.0
Female,Age5059,400_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016801,0.094275,0.0,-0.005084,0.124801,0.0,-0.003493,0.155161,0.0,-0.008836,0.188896,0.0,-0.015778,0.22234,0.0,-0.027507,0.253187,0.0,-0.039065,0.281422,0.0,-0.050147,0.306167,0.0,-0.055891,0.330122,0.0,-0.059455,0.352651,0.0,-0.060767,0.374694,0.0,-0.059701,0.395643,0.0,-0.056731,0.415128,0.0,-0.050928,0.433665,0.0,-0.042921,0.45223,0.0,-0.034498,0.46853,0.0,-0.026042,0.482984,0.0
Female,Age5059,407_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.01904,0.106832,0.0,-0.005761,0.141424,0.0,-0.003958,0.175827,0.0,-0.009677,0.211934,0.0,-0.017617,0.247154,0.0,-0.026695,0.279914,0.0,-0.033331,0.309853,0.0,-0.037981,0.337362,0.0,-0.040764,0.363266,0.0,-0.039276,0.38797,0.0,-0.038318,0.411566,0.0,-0.035747,0.434676,0.0,-0.031842,0.456946,0.0,-0.025195,0.477622,0.0,-0.015551,0.498405,0.0,-0.005506,0.516608,0.0,0.00452,0.53272,0.0
Female,Age5059,415_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017348,0.097341,0.0,-0.005249,0.128859,0.0,-0.003606,0.160206,0.0,-0.008837,0.193234,0.0,-0.014161,0.225195,0.0,-0.019363,0.254977,0.0,-0.027629,0.281247,0.0,-0.035558,0.30522,0.0,-0.042079,0.328985,0.0,-0.047511,0.349605,0.0,-0.049701,0.371368,0.0,-0.052377,0.392109,0.0,-0.052832,0.41266,0.0,-0.05086,0.432209,0.0,-0.047465,0.452807,0.0,-0.043088,0.471238,0.0,-0.038218,0.487828,0.0
Female,Age5059,464_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018466,0.103619,0.0,-0.005587,0.13717,0.0,-0.003838,0.17054,0.0,-0.009654,0.207256,0.0,-0.016719,0.241139,0.0,-0.023492,0.2724,0.0,-0.029801,0.300097,0.0,-0.035626,0.324624,0.0,-0.038779,0.3481,0.0,-0.041225,0.37026,0.0,-0.042328,0.391465,0.0,-0.042737,0.411465,0.0,-0.041042,0.431353,0.0,-0.038353,0.450558,0.0,-0.033628,0.472273,0.0,-0.027976,0.49163,0.0,-0.0219,0.509004,0.0
Female,Age5059,473_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016532,0.092761,0.0,-0.005002,0.122796,0.0,-0.003437,0.152668,0.0,-0.008653,0.185604,0.0,-0.021069,0.21627,0.0,-0.031802,0.245388,0.0,-0.044421,0.273435,0.0,-0.054305,0.299224,0.0,-0.063948,0.322047,0.0,-0.066023,0.345097,0.0,-0.069835,0.366376,0.0,-0.070816,0.387276,0.0,-0.068092,0.408099,0.0,-0.063622,0.427861,0.0,-0.055838,0.446169,0.0,-0.047633,0.462249,0.0,-0.039386,0.476513,0.0
Female,Age5059,489_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016397,0.092008,0.0,-0.004961,0.1218,0.0,-0.003409,0.15143,0.0,-0.008957,0.186459,0.0,-0.016594,0.219044,0.0,-0.025117,0.250202,0.0,-0.032563,0.278701,0.0,-0.038418,0.305087,0.0,-0.042388,0.329881,0.0,-0.043081,0.353507,0.0,-0.043773,0.376055,0.0,-0.041455,0.397108,0.0,-0.038236,0.416906,0.0,-0.033401,0.436008,0.0,-0.027931,0.454967,0.0,-0.021779,0.471784,0.0,-0.015369,0.486817,0.0
Female,Age5059,512_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018466,0.103619,0.0,-0.005587,0.13717,0.0,-0.003838,0.17054,0.0,-0.008885,0.202405,0.0,-0.017575,0.234771,0.0,-0.028964,0.264445,0.0,-0.0372,0.292295,0.0,-0.045401,0.318051,0.0,-0.051195,0.342306,0.0,-0.055153,0.364951,0.0,-0.05899,0.387048,0.0,-0.062127,0.408188,0.0,-0.063397,0.429134,0.0,-0.061698,0.44968,0.0,-0.055924,0.471139,0.0,-0.049338,0.490199,0.0,-0.042424,0.507257,0.0
Female,Age5059,521_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.019915,0.111743,0.0,-0.006026,0.147925,0.0,-0.00414,0.18391,0.0,-0.009835,0.219871,0.0,-0.015317,0.256619,0.0,-0.022515,0.288262,0.0,-0.028302,0.318208,0.0,-0.032254,0.345951,0.0,-0.034861,0.372129,0.0,-0.035068,0.396798,0.0,-0.035054,0.419368,0.0,-0.03339,0.441248,0.0,-0.031774,0.462893,0.0,-0.027655,0.483325,0.0,-0.020239,0.506114,0.0,-0.012082,0.526273,0.0,-0.003685,0.544258,0.0
Female,Age5059,563_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018466,0.103619,0.0,-0.005587,0.13717,0.0,-0.003838,0.17054,0.0,-0.009668,0.207345,0.0,-0.017998,0.241975,0.0,-0.026113,0.273677,0.0,-0.032035,0.303244,0.0,-0.037214,0.330927,0.0,-0.040211,0.355943,0.0,-0.04298,0.378371,0.0,-0.046757,0.399203,0.0,-0.049336,0.420494,0.0,-0.04962,0.441209,0.0,-0.048441,0.4606,0.0,-0.046486,0.482736,0.0,-0.043315,0.502651,0.0,-0.039474,0.520651,0.0
Female,Age5059,594_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.020063,0.112572,0.0,-0.006071,0.149023,0.0,-0.004171,0.185275,0.0,-0.009608,0.219603,0.0,-0.014211,0.254583,0.0,-0.022456,0.287146,0.0,-0.033765,0.313646,0.0,-0.038739,0.340324,0.0,-0.044704,0.36465,0.0,-0.049239,0.386812,0.0,-0.055723,0.407276,0.0,-0.059648,0.427824,0.0,-0.063923,0.448828,0.0,-0.065861,0.469638,0.0,-0.064608,0.493748,0.0,-0.061948,0.515494,0.0,-0.058484,0.535187,0.0
Female,Age5059,650_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.020809,0.116765,0.0,-0.006296,0.154572,0.0,-0.004325,0.192175,0.0,-0.010153,0.228967,0.0,-0.021064,0.262324,0.0,-0.035021,0.292348,0.0,-0.044101,0.322852,0.0,-0.048392,0.351413,0.0,-0.047537,0.379403,0.0,-0.041236,0.405057,0.0,-0.036202,0.428883,0.0,-0.032123,0.452915,0.0,-0.025026,0.474141,0.0,-0.015033,0.494493,0.0,-0.002167,0.515976,0.0,0.01084,0.53461,0.0,0.023586,0.550972,0.0
Female,Age5059,667_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017903,0.100456,0.0,-0.005417,0.132982,0.0,-0.003722,0.165333,0.0,-0.009146,0.199584,0.0,-0.013802,0.235521,0.0,-0.022906,0.266761,0.0,-0.031568,0.293665,0.0,-0.040564,0.31707,0.0,-0.048163,0.341526,0.0,-0.054112,0.364243,0.0,-0.058871,0.3859,0.0,-0.061723,0.406403,0.0,-0.063431,0.427395,0.0,-0.061952,0.447734,0.0,-0.056803,0.468653,0.0,-0.050818,0.487265,0.0,-0.044474,0.503943,0.0
Female,Age5059,724_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.015215,0.085372,0.0,-0.004604,0.113015,0.0,-0.003163,0.140508,0.0,-0.008793,0.176058,0.0,-0.013232,0.209983,0.0,-0.024371,0.237957,0.0,-0.035722,0.264162,0.0,-0.045771,0.287073,0.0,-0.055583,0.307607,0.0,-0.062063,0.327132,0.0,-0.065758,0.345974,0.0,-0.070777,0.364521,0.0,-0.06909,0.383211,0.0,-0.066817,0.4022,0.0,-0.063728,0.420247,0.0,-0.05979,0.436388,0.0,-0.055429,0.450912,0.0
Female,Age5059,740_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017763,0.099672,0.0,-0.005375,0.131945,0.0,-0.003693,0.164044,0.0,-0.008928,0.197101,0.0,-0.016639,0.230098,0.0,-0.023462,0.260825,0.0,-0.027437,0.290162,0.0,-0.030731,0.316893,0.0,-0.032578,0.342126,0.0,-0.031473,0.365561,0.0,-0.03202,0.388489,0.0,-0.031475,0.410992,0.0,-0.030479,0.432596,0.0,-0.028498,0.454059,0.0,-0.02402,0.474961,0.0,-0.018644,0.493599,0.0,-0.012854,0.51033,0.0
Female,Age5059,856_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.02021,0.113405,0.0,-0.006115,0.150125,0.0,-0.004201,0.186645,0.0,-0.010002,0.223272,0.0,-0.017466,0.257967,0.0,-0.027982,0.289743,0.0,-0.038418,0.317727,0.0,-0.046376,0.343399,0.0,-0.050262,0.368748,0.0,-0.051343,0.393998,0.0,-0.051957,0.418885,0.0,-0.05341,0.442633,0.0,-0.055551,0.465895,0.0,-0.05613,0.488805,0.0,-0.056818,0.513116,0.0,-0.055901,0.535167,0.0,-0.054012,0.555222,0.0
Female,Age6069,120_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017624,0.098892,0.0,-0.005333,0.130913,0.0,-0.003664,0.162759,0.0,-0.008928,0.195994,0.0,-0.018106,0.228328,0.0,-0.027307,0.257092,0.0,-0.037726,0.283135,0.0,-0.046115,0.307464,0.0,-0.051461,0.332102,0.0,-0.055753,0.354704,0.0,-0.060406,0.377178,0.0,-0.061322,0.399596,0.0,-0.060901,0.421187,0.0,-0.058858,0.441231,0.0,-0.055332,0.462144,0.0,-0.050816,0.480853,0.0,-0.045807,0.497689,0.0
Female,Age6069,175_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016666,0.093516,0.0,-0.005043,0.123796,0.0,-0.003464,0.153912,0.0,-0.008852,0.187925,0.0,-0.013031,0.220878,0.0,-0.020904,0.249884,0.0,-0.028741,0.276649,0.0,-0.035078,0.300549,0.0,-0.041237,0.323573,0.0,-0.045893,0.345421,0.0,-0.051079,0.365517,0.0,-0.05496,0.385536,0.0,-0.058962,0.404967,0.0,-0.06059,0.423244,0.0,-0.059783,0.443284,0.0,-0.057785,0.461374,0.0,-0.055099,0.477766,0.0
Female,Age6069,183_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018609,0.104418,0.0,-0.00563,0.138228,0.0,-0.003868,0.171854,0.0,-0.009547,0.207709,0.0,-0.016483,0.24198,0.0,-0.027959,0.272053,0.0,-0.036162,0.300244,0.0,-0.04364,0.326861,0.0,-0.047441,0.351816,0.0,-0.049933,0.374356,0.0,-0.052539,0.395619,0.0,-0.051821,0.416409,0.0,-0.048814,0.436781,0.0,-0.043867,0.454636,0.0,-0.035214,0.475291,0.0,-0.026075,0.493441,0.0,-0.016877,0.509547,0.0
Female,Age6069,202_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017624,0.098892,0.0,-0.005333,0.130913,0.0,-0.003664,0.162759,0.0,-0.009173,0.197545,0.0,-0.006529,0.230346,0.0,-0.016811,0.259533,0.0,-0.026463,0.286073,0.0,-0.036494,0.309658,0.0,-0.043428,0.332849,0.0,-0.048577,0.355174,0.0,-0.051141,0.377385,0.0,-0.052771,0.397759,0.0,-0.052564,0.418455,0.0,-0.048464,0.437331,0.0,-0.042237,0.457606,0.0,-0.035318,0.475565,0.0,-0.028153,0.491603,0.0
Female,Age6069,250_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.01904,0.106832,0.0,-0.005761,0.141424,0.0,-0.003958,0.175827,0.0,-0.009554,0.211158,0.0,-0.015955,0.244475,0.0,-0.022601,0.277011,0.0,-0.027318,0.309125,0.0,-0.033019,0.338383,0.0,-0.038144,0.364807,0.0,-0.042862,0.389177,0.0,-0.046012,0.412702,0.0,-0.048053,0.435828,0.0,-0.047935,0.457618,0.0,-0.046629,0.479079,0.0,-0.040498,0.501155,0.0,-0.033551,0.520751,0.0,-0.026282,0.53828,0.0
Female,Age6069,257_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.018184,0.102031,0.0,-0.005502,0.135068,0.0,-0.00378,0.167926,0.0,-0.008872,0.200076,0.0,-0.019007,0.232021,0.0,-0.029123,0.263117,0.0,-0.036243,0.291463,0.0,-0.043486,0.316692,0.0,-0.049304,0.341729,0.0,-0.052732,0.36516,0.0,-0.053905,0.38688,0.0,-0.054366,0.408359,0.0,-0.054355,0.429745,0.0,-0.052042,0.450366,0.0,-0.048624,0.47198,0.0,-0.044162,0.491329,0.0,-0.039171,0.508751,0.0
Female,Age6069,273_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.017074,0.095802,0.0,-0.005166,0.126822,0.0,-0.003549,0.157674,0.0,-0.008841,0.191087,0.0,-0.012657,0.225882,0.0,-0.02279,0.256988,0.0,-0.031938,0.284997,0.0,-0.041928,0.309293,0.0,-0.050094,0.332697,0.0,-0.05791,0.353813,0.0,-0.062072,0.374727,0.0,-0.06414,0.39524,0.0,-0.063722,0.415749,0.0,-0.060937,0.435038,0.0,-0.055941,0.454968,0.0,-0.050158,0.472693,0.0,-0.044039,0.488572,0.0
Female,Age6069,431_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.016532,0.092761,0.0,-0.005002,0.122796,0.0,-0.003437,0.152668,0.0,-0.008355,0.183724,0.0,-0.01005,0.215413,0.0,-0.018523,0.244602,0.0,-0.028565,0.27115,0.0,-0.038735,0.295954,0.0,-0.04671,0.318975,0.0,-0.053701,0.340845,0.0,-0.059686,0.362095,0.0,-0.061997,0.383119,0.0,-0.066183,0.402428,0.0,-0.061033,0.420732,0.0,-0.056855,0.440182,0.0,-0.051842,0.457525,0.0,-0.046444,0.473093,0.0
